,ida,ddc,ts_mean_raw_s2
7,13,284,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.23489999771118164, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.3961000144481659, nan, nan, nan, nan, nan, nan, nan, 0.6026999950408936, nan, nan, nan, nan, nan, nan, 0.7480999827384949, nan, nan, 0.725600004196167, nan, 0.7840999960899353, nan, nan, nan, nan, nan, nan, nan, 0.8335999846458435, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.866599977016449, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.3538999855518341, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.29100000858306885, nan, nan, nan, nan, nan, nan, 0.24619999527931213, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.25850000977516174, nan, nan, 0.2371000051498413, nan, 0.22619999945163727, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.2971999943256378, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.22450000047683716, nan, 0.22750000655651093, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.28760001063346863, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.18979999423027039, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.2142000049352646, nan, nan, nan, nan, 0.2655999958515167, nan, 0.21080000698566437, nan, nan, nan, nan, 0.31849998235702515, nan, nan, 0.3515999913215637, nan, 0.3935000002384186, nan, nan, 0.5016999840736389, nan, 0.5012999773025513, nan, nan, 0.5889000296592712, nan, 0.640999972820282, nan, nan, 0.5922499895095825, nan, 0.7099000215530396, nan, nan, nan, nan, 0.7797999978065491, nan, nan, nan, nan, 0.857699990272522, nan, nan, 0.6776000261306763, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.840399980545044, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.8639000058174133, nan, nan, 0.9039999842643738, nan, 0.7960000038146973, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.8960000276565552, nan, nan, 0.8906999826431274, nan, 0.8924000263214111, nan, nan, 0.8481000065803528, nan, nan, nan, nan, 0.8797000050544739, nan, nan, nan, nan, nan, nan, nan, nan, nan, 0.6983000040054321, nan, nan, nan, nan, 0.8058000206947327, nan, nan, nan, nan, nan, nan, 0.2662999927997589, nan, nan, 0.21950000524520874, nan, nan, nan, nan, 0.23350000381469727, nan, 0.21979999542236328, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
